"vpnr" "group" "alter" "sex" "hand" "fach" "sprache" "color" "cs" "rep" "wort" "istwort" "istpositiv" "uspositiv" "istmaskiert" "us0" "us1" "us2" "us3" "us4" "liking0" "liking1" "liking2" "valenz_response" "valenz_rt" "sichtbar_response_pos" "sichtbar_response" "sichtbar_response_text" "sichtbar_korrekt" "sichtbar_rt"
"2356" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 19 5 "nalber" 0 -1 1 2 6 11 8 24 17 5 5 5 -1 -1 0 19 "nalber" 1 3742
"2357" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 19 6 "nalber" 0 -1 1 2 6 11 8 24 17 5 5 5 -1 -1 0 8 "kiwehon" 0 8913
"2358" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 19 7 "nalber" 0 -1 1 2 6 11 8 24 17 5 5 5 -1 -1 0 9 "permife" -1 4823
"2359" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 19 8 "nalber" 0 -1 1 2 6 11 8 24 17 5 5 5 -1 -1 0 16 "laumens" 0 902
"2360" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 19 9 "nalber" 0 -1 1 2 6 11 8 24 17 5 5 5 -1 -1 0 1 "pimuide" -1 1815
"2361" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 0 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 1701
"2362" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 1 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 1006
"2363" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 2 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 1910
"2364" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 3 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 1462
"2365" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 4 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 846
"2366" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 5 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 2806
"2367" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 6 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 511
"2368" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 7 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 849
"2369" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 8 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 759
"2370" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 20 9 "botsy" 0 -1 1 3 12 18 0 3 7 7 8 8 -1 -1 0 20 "botsy" 1 1341
"2371" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 0 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 2367
"2372" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 1 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 598
"2373" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 2 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 645
"2374" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 3 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 1006
"2375" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 4 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 647
"2376" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 5 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 694
"2377" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 6 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 1479
"2378" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 7 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 1222
"2379" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 8 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 1382
"2380" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 21 9 "umeuken" 0 -1 1 3 4 9 16 23 10 4 4 4 -1 -1 0 21 "umeuken" 1 782
"2381" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 0 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 2543
"2382" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 1 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 1399
"2383" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 2 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 974
"2384" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 3 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 734
"2385" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 4 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 957
"2386" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 5 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 927
"2387" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 6 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 871
"2388" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 7 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 823
"2389" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 8 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 733
"2390" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 22 9 "uwimor" 0 -1 1 3 6 15 22 1 12 7 7 7 -1 -1 0 22 "uwimor" 1 966
"2391" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 0 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 2117
"2392" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 1 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 1055
"2393" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 2 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 895
"2394" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 3 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 854
"2395" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 4 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 1326
"2396" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 5 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 1013
"2397" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 6 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 1462
"2398" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 7 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 981
"2399" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 8 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 972
"2400" "18" 2 24 1 1 1 1 "SONNDERPPAEDA" 23 9 "botuyn" 0 -1 1 3 11 23 14 10 0 2 2 2 -1 -1 0 23 "botuyn" 1 885
"2401" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 0 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 1040 0 12 "kiwehon" 0 4889
"2402" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 1 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 556 0 10 "medan" 0 3964
"2403" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 2 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 475 0 0 "noste" 1 533
"2404" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 3 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 852 0 14 "larnist" 0 530
"2405" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 4 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 637 0 13 "obacu" -1 554
"2406" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 5 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 528 0 0 "noste" 1 1200
"2407" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 6 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 650 0 13 "obacu" -1 1155
"2408" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 7 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 376 0 4 "botsy" 0 677
"2409" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 8 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 804 0 6 "laumens" 0 600
"2410" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 0 9 "noste" 0 -1 0 1 4 7 24 8 2 5 5 5 1 583 0 13 "obacu" -1 919
"2411" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 0 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 506 0 0 "noste" 0 1105
"2412" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 1 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 763 0 21 "permife" 0 1522
"2413" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 2 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 1318 0 16 "furasti" 0 701
"2414" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 3 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 697 0 6 "laumens" 0 976
"2415" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 4 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 439 0 16 "furasti" 0 887
"2416" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 5 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 553 0 23 "hilejin" 0 1013
"2417" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 6 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 692 0 11 "nalber" 0 995
"2418" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 7 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 617 0 13 "obacu" 0 525
"2419" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 8 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 1976 0 11 "nalber" 0 936
"2420" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 1 9 "uwimor" 0 -1 0 1 19 20 13 0 14 2 5 6 1 414 0 17 "sleshen" 0 1215
"2421" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 0 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 965 0 15 "jaciyn" -1 962
"2422" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 1 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 757 0 14 "larnist" -1 813
"2423" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 2 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 580 0 13 "obacu" -1 1097
"2424" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 3 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 673 0 1 "uwimor" -1 895
"2425" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 4 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 883 0 0 "noste" -1 631
"2426" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 5 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 574 0 9 "ubajec" -1 573
"2427" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 6 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 534 0 9 "ubajec" -1 1151
"2428" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 7 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 576 0 19 "tewok" -1 568
"2429" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 8 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 461 0 15 "jaciyn" -1 909
"2430" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 2 9 "frask" 0 -1 0 1 21 17 12 3 10 5 5 6 1 457 0 4 "botsy" 0 1282
"2431" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 0 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 855 0 0 "noste" -1 4268
"2432" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 1 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 555 0 22 "umeuken" -1 541
"2433" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 2 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 622 0 3 "botuyn" 1 668
"2434" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 3 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 481 0 14 "larnist" -1 2579
"2435" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 4 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 673 0 19 "tewok" -1 606
"2436" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 5 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 623 0 12 "kiwehon" -1 679
"2437" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 6 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 546 0 11 "nalber" -1 1030
"2438" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 7 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 700 0 0 "noste" -1 559
"2439" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 8 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 886 0 1 "uwimor" -1 557
"2440" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 3 9 "botuyn" 0 -1 0 1 9 15 22 18 5 6 4 4 1 712 0 16 "furasti" -1 641
"2441" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 0 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 1 1045 0 17 "sleshen" -1 689
"2442" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 1 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 1 1281 0 0 "noste" -1 2545
"2443" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 2 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 1 744 0 11 "nalber" -1 767
"2444" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 3 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 1 1054 0 7 "yosud" -1 1481
"2445" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 4 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 1 512 0 18 "molkate" -1 4860
"2446" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 5 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 0 497 0 4 "botsy" 1 973
"2447" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 6 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 1 891 0 11 "nalber" -1 641
"2448" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 7 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 1 496 0 17 "sleshen" -1 935
"2449" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 8 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 1 567 0 0 "noste" -1 754
"2450" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 4 9 "botsy" 0 -1 0 2 11 1 23 6 16 7 6 6 1 566 0 15 "jaciyn" -1 681
"2451" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 0 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 1 992 0 9 "ubajec" -1 1407
"2452" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 1 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 1 1000 0 2 "frask" 0 1288
"2453" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 2 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 1 657 0 11 "nalber" -1 4417
"2454" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 3 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 1 591 0 9 "ubajec" -1 430
"2455" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 4 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 1 671 0 23 "hilejin" 0 629
"2456" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 5 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 1 614 0 12 "kiwehon" -1 945
"2457" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 6 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 0 730 0 3 "botuyn" 0 804
"2458" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 7 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 1 773 0 16 "furasti" 0 790
"2459" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 8 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 1 755 0 5 "hiwawa" 1 832
"2460" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 5 9 "hiwawa" 0 -1 0 2 23 12 15 22 24 7 6 5 1 546 0 23 "hilejin" 0 757
"2461" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 0 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 1 683 0 13 "obacu" -1 1535
"2462" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 1 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 1 656 0 11 "nalber" -1 2434
"2463" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 2 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 0 1476 0 21 "permife" -1 5786
"2464" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 3 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 1 708 0 8 "schese" -1 817
"2465" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 4 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 1 830 0 5 "hiwawa" 0 3826
"2466" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 5 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 1 848 0 6 "laumens" 1 2538
"2467" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 6 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 1 633 0 16 "furasti" 0 958
"2468" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 7 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 1 504 0 23 "hilejin" 0 914
"2469" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 8 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 1 679 0 5 "hiwawa" 0 1400
"2470" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 6 9 "laumens" 0 -1 0 2 0 10 9 8 4 6 5 4 1 543 0 5 "hiwawa" 0 664
"2471" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 0 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 1262 0 8 "schese" 0 1278
"2472" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 1 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 685 0 19 "tewok" 0 594
"2473" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 2 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 691 0 2 "frask" 0 681
"2474" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 3 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 830 0 17 "sleshen" 0 623
"2475" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 4 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 1088 0 12 "kiwehon" 0 844
"2476" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 5 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 686 0 0 "noste" 0 543
"2477" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 6 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 625 0 9 "ubajec" 0 422
"2478" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 7 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 487 0 17 "sleshen" 0 660
"2479" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 8 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 632 0 20 "pimuide" 0 1204
"2480" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 7 9 "yosud" 0 -1 0 2 18 2 11 1 7 4 4 5 1 592 0 13 "obacu" 0 696
"2481" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 0 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 1925 0 8 "schese" 1 6329
"2482" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 1 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 526 0 8 "schese" 1 1023
"2483" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 2 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 732 0 8 "schese" 1 936
"2484" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 3 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 594 0 8 "schese" 1 695
"2485" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 4 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 655 0 8 "schese" 1 877
"2486" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 5 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 502 0 8 "schese" 1 543
"2487" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 6 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 860 0 8 "schese" 1 538
"2488" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 7 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 595 0 8 "schese" 1 940
"2489" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 8 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 417 0 8 "schese" 1 682
"2490" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 8 9 "schese" 0 -1 0 3 17 3 21 13 5 7 7 7 0 641 0 8 "schese" 1 846
"2491" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 0 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 1 7237 0 12 "kiwehon" 0 6356
"2492" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 1 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 0 967 0 9 "ubajec" 1 624
"2493" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 2 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 0 804 0 9 "ubajec" 1 584
"2494" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 3 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 0 935 0 9 "ubajec" 1 648
"2495" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 4 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 0 571 0 9 "ubajec" 1 755
"2496" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 5 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 0 635 0 9 "ubajec" 1 1020
"2497" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 6 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 0 612 0 9 "ubajec" 1 641
"2498" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 7 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 0 580 0 9 "ubajec" 1 703
"2499" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 8 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 0 531 0 9 "ubajec" 1 1325
"2500" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 9 9 "ubajec" 0 -1 0 3 19 6 20 16 14 8 8 8 0 667 0 9 "ubajec" 1 1299
"2501" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 0 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 579 0 10 "medan" 1 979
"2502" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 1 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 804 0 10 "medan" 1 1169
"2503" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 2 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 672 0 10 "medan" 1 2599
"2504" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 3 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 689 0 10 "medan" 1 1024
"2505" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 4 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 973 0 10 "medan" 1 698
"2506" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 5 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 719 0 10 "medan" 1 592
"2507" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 6 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 498 0 10 "medan" 1 661
"2508" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 7 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 1190 0 10 "medan" 1 1289
"2509" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 8 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 542 0 10 "medan" 1 711
"2510" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 10 9 "medan" 0 -1 0 3 13 2 14 12 19 8 8 8 0 496 0 10 "medan" 1 716
"2511" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 11 0 "nalber" 0 -1 0 3 6 7 9 16 17 8 8 8 0 1546 0 23 "hilejin" 0 3580
"2512" "19" 1 20 1 1 1 2 "MEDIENKULTUR" 11 1 "nalber" 0 -1 0 3 6 7 9 16 17 8 8 8 0 723 0 16 "furasti" 0 12726
